Desc	Orthogroup	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
n/a	OG0006262	1	2	1	1	4	1	1	1	1
n/a	OG0006263	4	1	1	1	1	1	1	1	3
n/a	OG0006264	1	1	1	1	0	2	2	1	2
n/a	OG0006265	2	0	1	2	1	2	1	2	2
n/a	OG0006266	1	1	1	1	0	4	1	2	1
n/a	OG0006267	6	1	3	0	1	4	0	0	1
n/a	OG0006268	1	2	2	1	2	1	1	1	1
n/a	OG0006269	5	1	1	1	1	1	1	1	1
n/a	OG0006270	4	1	1	1	1	1	1	1	2
n/a	OG0006271	1	2	2	1	1	2	1	1	1
n/a	OG0006272	1	2	1	1	1	1	1	2	2
n/a	OG0006273	4	1	1	1	2	1	1	1	2
n/a	OG0006274	3	1	1	1	1	1	1	1	4
n/a	OG0006275	2	1	4	1	1	3	1	0	2
n/a	OG0006276	1	1	1	2	1	2	1	2	1
n/a	OG0006277	2	1	1	1	4	1	1	1	2
n/a	OG0006278	1	1	1	2	1	1	2	2	1
n/a	OG0006279	1	1	1	1	1	1	1	1	6
n/a	OG0006280	1	2	1	1	2	1	1	1	1
n/a	OG0006281	1	1	2	1	2	2	1	1	3
n/a	OG0006282	2	2	3	1	1	1	1	1	1
n/a	OG0006283	1	2	4	0	0	1	1	1	2
n/a	OG0006284	1	6	0	0	0	0	0	0	0
n/a	OG0006285	3	1	1	1	1	1	1	2	2
n/a	OG0006286	2	1	1	1	2	2	1	2	1
n/a	OG0006287	1	1	1	2	1	1	2	2	1
n/a	OG0006288	2	2	1	1	2	1	1	1	2
n/a	OG0006289	2	1	1	1	2	1	1	1	4
n/a	OG0006290	3	2	2	1	1	1	1	1	2
n/a	OG0006291	5	1	1	1	0	1	1	1	3
n/a	OG0006292	3	0	2	1	2	2	1	1	2
n/a	OG0006293	2	1	2	1	2	2	1	1	2
n/a	OG0006294	1	1	1	1	2	1	1	1	5
n/a	OG0006295	4	1	1	1	2	1	1	1	2
n/a	OG0006296	1	2	1	1	1	1	1	1	3
n/a	OG0006297	2	1	2	1	2	2	1	1	2
n/a	OG0006298	2	1	1	4	1	1	1	0	3
n/a	OG0006299	3	1	2	1	1	2	1	1	2
n/a	OG0006300	1	1	1	1	2	1	1	1	5
n/a	OG0006301	1	2	2	1	1	1	1	1	2
n/a	OG0006302	1	0	2	1	0	1	3	2	1
n/a	OG0006303	1	1	1	2	0	1	2	2	1
n/a	OG0006304	1	1	1	2	1	1	2	1	1
n/a	OG0006305	1	1	1	1	2	1	2	2	1
n/a	OG0006306	4	1	1	1	1	1	1	1	2
n/a	OG0006307	1	1	1	1	2	4	1	1	2
n/a	OG0006308	1	1	1	1	0	1	2	2	1
n/a	OG0006309	2	1	1	1	1	2	1	1	5
n/a	OG0006310	2	1	1	1	1	1	1	1	5
n/a	OG0006311	1	1	1	2	1	2	2	1	2
n/a	OG0006312	1	1	1	1	2	1	1	1	5
n/a	OG0006313	1	2	1	2	0	1	2	1	0
n/a	OG0006314	1	2	2	1	0	2	1	1	3
n/a	OG0006315	2	2	2	1	1	1	1	1	1
n/a	OG0006316	2	1	1	1	3	2	1	1	2
n/a	OG0006317	1	2	2	0	1	2	1	1	2
n/a	OG0006318	4	2	1	1	1	1	1	1	1
n/a	OG0006319	3	1	1	1	1	2	1	1	3
n/a	OG0006320	1	1	2	2	1	1	2	0	2
n/a	OG0006321	2	1	1	1	1	2	1	1	4
n/a	OG0006322	2	1	1	2	1	1	2	2	1
n/a	OG0006323	2	1	3	1	1	2	1	0	4
n/a	OG0006324	2	1	2	1	2	2	1	1	2
n/a	OG0006325	1	1	1	1	1	1	1	1	5
n/a	OG0006326	2	1	2	1	2	2	1	0	3
n/a	OG0006327	2	1	2	1	1	2	1	1	3
n/a	OG0006328	1	1	3	2	1	1	2	2	1
n/a	OG0006329	1	3	1	1	1	1	1	1	1
n/a	OG0006330	1	2	2	1	1	2	1	0	3
n/a	OG0006331	2	1	1	1	1	2	2	0	3
n/a	OG0006332	3	1	1	1	2	1	1	1	3
n/a	OG0006333	2	0	3	2	3	2	2	0	2
n/a	OG0006334	2	1	1	1	1	1	1	2	2
n/a	OG0006335	3	1	1	1	2	2	1	1	2
n/a	OG0006336	1	1	1	1	1	1	2	2	1
n/a	OG0006337	2	1	1	1	1	3	1	2	1
n/a	OG0006338	1	1	1	2	1	1	2	2	1
n/a	OG0006340	1	1	1	2	0	1	2	2	2
n/a	OG0006341	1	1	3	1	1	2	1	1	2
n/a	OG0006342	1	2	2	1	1	2	1	1	1
n/a	OG0006343	2	1	2	1	3	1	1	1	2
n/a	OG0006344	2	2	1	2	1	1	1	2	1
n/a	OG0006345	2	1	2	1	2	2	1	1	2
n/a	OG0006346	1	2	1	1	1	1	2	1	1
n/a	OG0006347	1	1	2	1	2	2	1	2	1
n/a	OG0006348	1	2	1	1	2	1	1	1	2
n/a	OG0006349	2	1	1	0	2	1	1	2	2
n/a	OG0006350	2	2	2	1	1	2	1	1	2
n/a	OG0006351	1	2	1	1	3	1	1	1	1
n/a	OG0006352	1	1	1	2	1	1	1	2	2
n/a	OG0006353	2	1	1	1	1	1	2	2	1
n/a	OG0006354	2	2	2	1	1	1	1	1	1
n/a	OG0006355	2	2	2	1	1	1	1	1	1
n/a	OG0006356	1	1	2	2	1	2	1	2	1
n/a	OG0006357	1	2	2	2	1	2	1	0	2
n/a	OG0006358	1	1	1	1	1	2	1	1	5
n/a	OG0006359	1	2	2	1	1	2	1	1	2
n/a	OG0006360	1	1	1	1	1	5	1	1	2
n/a	OG0006361	1	2	1	1	1	2	1	1	1
n/a	OG0006362	2	1	2	1	2	2	1	1	2
n/a	OG0006363	1	1	1	1	2	1	1	0	6
n/a	OG0006364	1	1	2	1	2	2	1	1	2
n/a	OG0006365	1	1	1	1	1	1	1	1	6
n/a	OG0006366	1	2	1	1	1	1	1	2	2
n/a	OG0006367	2	1	1	1	1	1	1	1	5
n/a	OG0006368	1	1	2	1	0	1	2	2	1
n/a	OG0006369	1	2	1	1	1	2	1	1	2
n/a	OG0006370	1	1	3	1	1	1	2	1	1
n/a	OG0006371	2	2	1	1	1	1	2	0	1
n/a	OG0006372	1	2	1	1	1	1	1	1	3
n/a	OG0006373	1	1	1	1	1	1	1	1	6
n/a	OG0006374	1	1	1	1	0	1	1	1	7
n/a	OG0006375	1	3	1	1	1	1	1	0	1
n/a	OG0006376	1	2	3	1	2	1	1	1	1
n/a	OG0006377	2	0	1	2	2	2	2	1	2
n/a	OG0006378	1	2	1	1	1	1	1	2	2
n/a	OG0006379	1	1	1	1	1	1	1	1	6
n/a	OG0006380	2	1	1	2	1	1	1	2	1
n/a	OG0006381	1	1	1	2	1	1	2	2	1
n/a	OG0006382	3	2	1	1	0	1	1	1	2
n/a	OG0006383	2	2	1	1	1	2	1	1	2
n/a	OG0006384	1	2	1	1	1	1	1	1	3
n/a	OG0006385	1	1	1	2	1	1	2	2	1
n/a	OG0006386	1	2	1	1	1	3	1	1	1
n/a	OG0006387	1	1	1	1	2	2	1	2	3
n/a	OG0006388	1	1	1	1	0	4	1	2	2
n/a	OG0006389	1	2	1	1	2	2	1	1	2
n/a	OG0006390	1	1	1	6	1	1	1	1	1
n/a	OG0006391	2	2	1	1	1	1	1	1	2
n/a	OG0006392	1	1	1	1	2	2	1	1	4
n/a	OG0006393	2	2	2	1	1	2	0	1	2
n/a	OG0006394	1	1	1	3	2	2	1	1	2
n/a	OG0006395	1	2	1	1	1	1	1	1	1
n/a	OG0006396	1	2	1	1	1	1	2	1	2
n/a	OG0006397	1	2	2	1	2	2	0	1	2
n/a	OG0006398	2	1	1	1	1	1	1	1	5
n/a	OG0006399	2	1	1	2	1	1	1	2	1
n/a	OG0006400	1	1	2	1	1	1	2	2	1
n/a	OG0006401	1	2	1	1	3	1	1	0	2
n/a	OG0006402	1	2	2	1	2	1	1	1	1
n/a	OG0006403	1	1	1	2	1	2	2	0	2
n/a	OG0006404	1	1	1	1	1	1	1	1	5
n/a	OG0006405	1	1	1	2	2	1	1	2	1
n/a	OG0006406	1	1	1	1	1	1	1	1	6
n/a	OG0006407	1	1	1	0	1	2	2	2	1
n/a	OG0006408	2	1	2	1	2	2	1	1	2
n/a	OG0006409	1	1	2	2	1	2	1	1	1
n/a	OG0006410	1	2	2	1	1	2	1	1	1
n/a	OG0006411	2	1	2	4	0	1	1	1	2
n/a	OG0006412	1	2	2	2	1	1	1	1	2
n/a	OG0006413	1	1	1	1	0	2	1	1	6
n/a	OG0006414	1	1	1	1	1	1	1	4	1
n/a	OG0006415	1	2	2	1	2	1	1	1	1
n/a	OG0006416	1	1	2	1	1	3	1	1	3
n/a	OG0006417	1	2	2	1	2	1	1	1	1
n/a	OG0006418	1	1	1	1	1	1	2	2	2
n/a	OG0006419	1	1	1	1	1	1	1	1	6
n/a	OG0006420	1	2	2	1	1	1	1	1	2
n/a	OG0006421	1	2	1	1	1	2	1	1	2
n/a	OG0006422	1	0	2	2	1	2	1	2	3
n/a	OG0006423	1	1	3	1	3	1	1	1	2
n/a	OG0006424	1	1	1	1	1	2	1	1	5
n/a	OG0006425	1	1	1	2	1	1	2	2	1
n/a	OG0006426	1	1	1	2	1	2	1	2	2
n/a	OG0006427	1	2	1	2	1	1	2	1	0
n/a	OG0006428	1	1	1	1	1	1	2	2	1
n/a	OG0006429	1	1	2	1	1	1	2	2	1
n/a	OG0006430	1	1	2	2	1	1	1	2	1
n/a	OG0006431	1	2	2	1	1	2	1	1	2
n/a	OG0006432	1	2	1	1	0	1	2	2	1
n/a	OG0006433	1	1	1	2	1	1	2	2	1
n/a	OG0006434	1	1	1	1	1	1	1	1	8
n/a	OG0006435	2	1	1	2	1	0	2	2	0
n/a	OG0006436	1	1	2	1	1	5	1	1	1
n/a	OG0006437	1	2	1	1	0	3	1	1	2
n/a	OG0006438	1	1	1	1	1	1	1	1	6
n/a	OG0006439	1	2	2	1	1	1	1	1	2
n/a	OG0006440	1	1	1	1	2	2	1	1	4
n/a	OG0006441	1	1	1	1	0	2	1	2	3
n/a	OG0006442	1	2	1	1	1	2	1	1	2
n/a	OG0006443	1	2	2	0	1	2	1	1	2
n/a	OG0006444	1	1	1	1	1	2	2	2	1
n/a	OG0006445	1	1	3	1	2	2	1	1	2
n/a	OG0006446	1	1	1	1	1	3	1	1	4
n/a	OG0006447	1	1	1	1	2	2	1	0	4
n/a	OG0006448	1	1	2	1	2	2	1	2	1
n/a	OG0006449	1	2	1	1	1	1	1	1	2
n/a	OG0006450	1	1	1	1	5	1	1	1	2
n/a	OG0006451	1	1	7	0	1	1	1	0	2
n/a	OG0006452	1	2	0	0	0	0	2	1	5
n/a	OG0006453	0	1	2	2	2	3	1	2	2
n/a	OG0006454	0	3	1	1	1	2	1	1	1
n/a	OG0006455	0	5	1	0	0	0	1	0	0
n/a	OG0006456	0	2	1	1	2	2	1	1	3
n/a	OG0006457	0	1	1	0	4	2	1	0	6
n/a	OG0006458	0	1	1	0	1	1	3	1	1
n/a	OG0006459	0	2	1	1	2	1	2	2	1
n/a	OG0006460	0	2	4	0	1	6	0	0	2
n/a	OG0006461	0	1	3	3	0	1	2	2	0
n/a	OG0006463	0	3	2	0	0	1	1	1	1
n/a	OG0006464	0	2	1	2	0	3	1	2	1
n/a	OG0006465	0	3	1	2	6	2	0	0	0
n/a	OG0006466	0	1	1	2	1	1	2	2	1
n/a	OG0006467	0	1	1	2	1	2	2	2	1
n/a	OG0006468	0	2	1	2	1	1	1	2	1
n/a	OG0006469	0	1	3	1	1	1	2	1	1
n/a	OG0006470	0	1	1	1	0	1	1	4	3
n/a	OG0006471	0	1	0	1	1	0	4	2	0
n/a	OG0006472	0	1	1	1	1	6	0	1	4
n/a	OG0006473	0	3	1	1	1	1	1	1	1
n/a	OG0006474	0	3	2	1	1	1	1	1	1
n/a	OG0006475	0	1	1	2	2	1	2	2	1
n/a	OG0006476	0	1	2	1	2	2	1	1	5
n/a	OG0006477	0	2	1	2	1	3	1	0	2
n/a	OG0006478	0	1	1	2	0	0	3	2	0
n/a	OG0006479	0	2	1	0	2	3	1	1	2
n/a	OG0006480	0	3	1	1	1	2	1	1	1
n/a	OG0006481	0	2	2	1	2	2	1	0	2
n/a	OG0006482	0	2	1	1	1	1	2	1	2
n/a	OG0006483	0	2	2	2	1	1	2	1	1
n/a	OG0006484	0	1	1	1	1	1	2	2	1
n/a	OG0006485	0	1	1	2	1	1	2	2	2
n/a	OG0006486	0	2	1	1	1	1	2	0	2
n/a	OG0006487	0	1	1	2	1	1	2	2	1
n/a	OG0006488	0	1	1	2	1	1	2	2	2
n/a	OG0006489	0	2	1	1	1	3	1	2	1
n/a	OG0006490	0	2	1	2	0	2	2	0	2
n/a	OG0006491	0	1	1	1	4	0	2	2	0
n/a	OG0006492	0	1	1	2	1	1	2	2	1
n/a	OG0006493	0	3	1	1	2	1	1	1	0
n/a	OG0006494	0	2	1	1	1	2	1	1	2
n/a	OG0006495	0	1	1	2	0	0	4	2	0
n/a	OG0006496	0	2	1	1	3	1	2	1	0
n/a	OG0006497	0	1	1	2	1	1	2	2	1
n/a	OG0006498	0	3	1	1	1	1	1	2	1
n/a	OG0006499	0	2	1	2	1	0	2	1	0
n/a	OG0006500	0	2	2	2	3	1	2	0	0
n/a	OG0006501	0	2	1	1	9	1	1	0	0
n/a	OG0006502	0	1	3	2	3	0	1	1	1
n/a	OG0006503	0	1	1	1	1	2	1	1	6
n/a	OG0006504	0	1	1	1	1	1	3	1	2
n/a	OG0006505	0	0	2	2	2	3	1	2	3
n/a	OG0006506	0	0	2	2	2	1	2	2	1
n/a	OG0006507	0	2	4	3	1	2	1	0	0
n/a	OG0006508	0	1	0	1	0	0	4	2	0
n/a	OG0006509	0	1	2	1	2	1	2	2	1
n/a	OG0006510	0	5	0	0	0	0	1	0	0
n/a	OG0006511	0	2	1	2	1	1	2	2	1
n/a	OG0006512	0	1	1	0	2	0	2	4	0
n/a	OG0006513	0	1	2	2	2	0	2	2	1
n/a	OG0006514	0	1	2	2	0	1	2	2	2
n/a	OG0006515	0	2	1	1	2	2	2	2	0
n/a	OG0006516	0	1	4	4	0	0	2	2	0
n/a	OG0006517	0	1	1	1	1	1	2	2	3
n/a	OG0006518	0	2	1	2	1	1	2	0	1
n/a	OG0006519	0	5	0	3	0	0	0	0	0
n/a	OG0006520	0	1	1	1	2	1	2	2	1
n/a	OG0006521	0	1	1	2	1	1	2	2	1
n/a	OG0006522	0	1	1	2	0	1	2	2	2
n/a	OG0006523	0	3	1	1	1	1	1	1	2
n/a	OG0006524	0	1	2	1	2	3	2	1	1
n/a	OG0006525	0	2	1	5	1	0	2	0	0
n/a	OG0006526	0	1	1	1	2	2	1	2	3
n/a	OG0006527	0	1	0	4	2	3	0	4	0
n/a	OG0006528	0	2	2	0	1	2	1	1	3
n/a	OG0006529	0	2	1	0	0	0	2	2	0
n/a	OG0006530	0	1	2	1	4	2	1	2	0
n/a	OG0006531	0	2	0	2	0	0	2	3	0
n/a	OG0006532	0	1	1	2	3	2	1	2	0
n/a	OG0006533	0	1	1	1	2	1	2	2	1
n/a	OG0006534	0	1	1	1	1	1	2	2	1
n/a	OG0006535	0	1	0	1	2	3	1	0	5
n/a	OG0006536	0	1	1	1	1	1	3	2	1
n/a	OG0006537	0	0	1	1	3	1	2	2	2
n/a	OG0006538	0	0	6	0	5	1	0	0	7
n/a	OG0006539	0	0	2	0	1	3	2	2	3
n/a	OG0006540	0	0	1	0	0	0	4	2	0
n/a	OG0006541	0	0	5	0	0	1	4	0	0
n/a	OG0006542	0	0	1	2	2	2	2	2	3
n/a	OG0006543	0	0	1	0	7	2	2	1	2
n/a	OG0006544	0	0	1	3	0	0	4	2	0
n/a	OG0006545	0	0	1	1	0	1	3	3	1
n/a	OG0006546	0	0	1	2	0	0	3	4	0
n/a	OG0006547	0	0	0	13	0	0	1	2	0
n/a	OG0006549	0	0	0	0	1	0	0	0	16
n/a	OG0006555	4	2	1	1	1	1	1	0	1
n/a	OG0006556	2	1	1	1	1	2	1	1	3
n/a	OG0006557	2	1	2	1	2	1	1	1	1
n/a	OG0006558	1	0	2	2	2	2	2	1	2
n/a	OG0006559	1	1	0	0	0	2	2	2	3
n/a	OG0006560	2	1	2	1	1	3	1	1	1
n/a	OG0006561	3	1	1	1	1	2	1	1	2
n/a	OG0006562	3	0	0	2	2	1	2	2	1
n/a	OG0006563	4	1	1	1	1	1	1	1	1
n/a	OG0006564	2	2	2	1	1	2	1	0	1
n/a	OG0006565	4	1	1	1	1	1	1	1	2
n/a	OG0006566	2	1	0	0	0	0	2	2	2
n/a	OG0006567	1	1	1	2	1	1	2	1	1
n/a	OG0006568	2	1	2	1	0	3	1	0	3
n/a	OG0006569	3	1	1	1	1	2	1	1	2
n/a	OG0006570	3	0	3	1	2	3	1	0	2
n/a	OG0006571	2	2	1	1	1	1	1	1	1
n/a	OG0006572	10	1	0	1	0	1	1	0	1
n/a	OG0006573	3	1	1	1	3	1	1	1	1
n/a	OG0006574	4	0	2	2	2	3	0	0	4
n/a	OG0006575	2	1	1	1	1	2	1	2	1
n/a	OG0006576	2	1	1	1	1	1	1	1	4
n/a	OG0006577	4	1	1	1	1	1	1	1	2
n/a	OG0006578	3	1	1	1	2	2	1	1	2
n/a	OG0006579	1	1	1	1	2	2	1	2	1
n/a	OG0006580	4	1	1	1	1	1	1	0	3
n/a	OG0006581	1	2	1	1	1	1	1	1	3
n/a	OG0006582	1	2	1	1	1	1	1	2	1
n/a	OG0006583	4	1	1	1	2	1	1	1	1
n/a	OG0006584	2	1	1	1	2	2	1	1	2
n/a	OG0006585	1	1	2	1	2	4	1	0	1
n/a	OG0006586	1	1	1	2	1	1	2	1	1
n/a	OG0006587	1	1	1	5	2	1	1	1	1
n/a	OG0006588	1	2	2	1	1	1	1	1	1
n/a	OG0006589	1	1	1	1	1	1	1	1	5
n/a	OG0006590	1	2	1	1	1	1	1	1	3
n/a	OG0006591	3	1	1	3	1	1	1	1	1
n/a	OG0006592	2	1	1	1	1	1	1	2	2
n/a	OG0006593	3	2	1	1	1	1	1	0	2
n/a	OG0006594	2	1	1	1	2	2	1	1	3
n/a	OG0006595	1	1	1	1	3	2	1	1	2
n/a	OG0006596	4	1	1	1	1	1	1	1	2
n/a	OG0006597	3	1	1	1	1	1	1	2	1
n/a	OG0006598	1	1	1	2	0	1	2	2	1
n/a	OG0006599	1	1	1	2	2	2	1	2	1
n/a	OG0006600	1	1	1	1	1	1	2	2	2
n/a	OG0006601	6	1	1	1	1	1	1	1	0
n/a	OG0006602	1	1	4	2	1	1	1	0	1
n/a	OG0006603	2	1	1	1	1	2	1	1	3
n/a	OG0006604	1	1	1	1	1	1	1	1	5
n/a	OG0006605	1	1	2	1	1	2	1	1	2
n/a	OG0006606	1	1	1	1	1	1	1	1	5
n/a	OG0006607	3	1	1	1	1	2	1	0	2
n/a	OG0006608	3	1	1	1	1	2	1	1	3
n/a	OG0006609	1	1	1	1	2	2	1	1	2
n/a	OG0006610	1	1	2	2	0	0	2	2	0
n/a	OG0006611	1	1	2	1	2	1	1	1	3
n/a	OG0006612	1	1	1	1	1	1	2	2	1
n/a	OG0006613	2	1	1	1	1	2	1	1	3
n/a	OG0006614	2	1	1	1	5	1	1	1	1
n/a	OG0006615	1	2	1	1	1	2	1	1	1
n/a	OG0006616	1	1	1	2	0	1	2	2	1
n/a	OG0006617	2	1	1	1	1	1	1	1	5
n/a	OG0006618	2	1	4	0	1	2	1	0	2
n/a	OG0006619	2	1	1	1	0	1	1	1	4
n/a	OG0006621	4	1	1	1	1	2	1	1	2
n/a	OG0006622	4	0	1	1	1	1	1	1	5
n/a	OG0006623	1	2	1	1	1	1	1	1	2
n/a	OG0006624	3	1	1	1	1	2	1	1	2
n/a	OG0006625	1	1	1	1	1	1	2	2	1
n/a	OG0006626	1	1	2	1	2	2	1	0	2
n/a	OG0006627	2	2	1	1	0	2	1	1	2
n/a	OG0006628	1	1	1	4	1	1	1	1	1
n/a	OG0006629	3	1	1	1	1	2	1	1	2
n/a	OG0006630	3	1	1	1	1	1	1	1	3
n/a	OG0006631	1	2	1	1	1	1	1	1	2
n/a	OG0006632	2	1	2	2	2	1	1	1	1
n/a	OG0006633	2	2	1	2	1	1	1	0	1
n/a	OG0006634	4	1	1	1	1	1	1	1	2
n/a	OG0006635	4	1	1	1	1	1	1	1	2
n/a	OG0006636	2	1	1	1	2	1	1	1	3
n/a	OG0006637	2	1	1	0	4	2	1	0	2
n/a	OG0006638	2	1	2	1	1	1	1	1	3
n/a	OG0006639	2	1	2	1	1	2	1	1	2
n/a	OG0006640	2	2	2	2	1	1	1	0	1
n/a	OG0006641	1	1	1	1	1	2	2	1	2
n/a	OG0006642	3	1	1	1	1	1	1	2	2
n/a	OG0006643	1	1	1	2	1	1	2	2	1
n/a	OG0006644	1	1	1	1	2	2	1	1	1
n/a	OG0006645	1	1	1	1	1	1	1	1	5
n/a	OG0006646	3	2	1	1	1	1	1	1	1
n/a	OG0006647	4	1	1	1	1	1	1	1	2
n/a	OG0006648	3	1	2	1	2	1	1	1	1
n/a	OG0006649	2	2	1	1	1	1	1	1	1
n/a	OG0006650	2	1	1	1	3	1	1	1	2
n/a	OG0006651	3	1	1	1	4	1	1	1	1
n/a	OG0006652	3	1	2	1	1	1	1	1	2
n/a	OG0006653	5	1	1	1	1	1	1	1	1
n/a	OG0006654	3	1	2	1	1	1	1	1	2
n/a	OG0006655	5	1	1	1	1	1	1	1	1
n/a	OG0006656	2	2	1	1	1	1	1	1	1
n/a	OG0006657	2	1	1	1	2	1	1	1	3
n/a	OG0006658	3	1	1	1	2	1	1	1	2
n/a	OG0006659	5	1	1	1	1	1	1	1	1
n/a	OG0006660	4	1	1	1	1	1	1	1	2
n/a	OG0006661	2	1	1	1	1	1	1	1	4
n/a	OG0006662	1	2	1	1	2	1	1	1	1
n/a	OG0006663	1	1	2	1	1	2	1	0	3
n/a	OG0006664	4	1	1	1	1	2	1	1	1
n/a	OG0006665	4	1	1	1	1	1	1	1	2
n/a	OG0006666	2	1	1	1	1	1	1	1	5
n/a	OG0006667	3	1	1	2	1	1	1	1	1
n/a	OG0006668	1	0	3	1	2	2	1	1	3
n/a	OG0006669	1	1	1	1	1	1	2	2	1
n/a	OG0006670	1	1	2	1	1	1	1	1	3
n/a	OG0006671	1	1	1	1	2	2	1	1	3
n/a	OG0006672	1	2	1	1	1	2	1	1	2
n/a	OG0006673	2	1	1	1	1	2	1	1	3
n/a	OG0006674	2	1	2	2	2	3	1	0	2
n/a	OG0006675	1	1	1	1	2	1	1	2	2
n/a	OG0006676	3	1	1	1	1	2	1	1	2
n/a	OG0006677	1	2	1	1	1	2	1	1	1
n/a	OG0006678	4	1	2	1	1	1	1	1	1
n/a	OG0006679	1	2	2	1	0	1	1	1	2
n/a	OG0006680	1	1	2	1	1	2	1	1	2
n/a	OG0006681	1	1	1	1	1	4	1	1	2
n/a	OG0006682	5	1	1	1	1	1	1	1	1
n/a	OG0006683	2	2	1	1	0	2	1	1	1
n/a	OG0006684	2	2	2	1	1	1	1	0	2
n/a	OG0006685	2	1	2	0	1	1	2	2	1
n/a	OG0006686	3	1	2	1	1	1	1	1	2
n/a	OG0006687	2	1	1	1	1	1	1	1	4
n/a	OG0006688	2	1	3	1	1	1	1	1	2
n/a	OG0006689	2	1	1	1	2	2	1	1	2
n/a	OG0006690	4	1	1	2	1	1	1	1	1
n/a	OG0006691	4	1	2	1	1	1	1	1	1
n/a	OG0006692	1	1	3	1	3	1	1	1	1
n/a	OG0006693	1	2	1	1	1	1	1	1	2
n/a	OG0006694	1	2	1	1	3	2	1	0	1
n/a	OG0006695	1	0	2	2	1	2	2	1	2
n/a	OG0006696	1	1	2	1	3	2	1	1	2
n/a	OG0006697	1	1	1	1	1	1	1	1	5
n/a	OG0006698	1	1	1	1	1	1	1	1	5
n/a	OG0006699	1	1	1	1	1	1	1	0	6
n/a	OG0006700	2	2	2	1	0	1	1	1	1
n/a	OG0006701	2	1	1	1	1	1	2	2	1
n/a	OG0006702	2	0	2	1	1	2	2	2	2
n/a	OG0006703	1	1	1	2	2	3	1	1	2
n/a	OG0006704	1	2	1	1	1	2	1	1	1
n/a	OG0006705	1	1	1	4	1	1	1	1	1
n/a	OG0006706	2	1	1	1	1	2	1	1	3
n/a	OG0006707	1	3	1	1	0	1	1	1	1
n/a	OG0006708	5	1	1	1	2	1	1	0	1
n/a	OG0006709	1	1	2	1	2	2	1	1	2
n/a	OG0006710	2	2	1	2	1	1	1	1	1
n/a	OG0006711	3	1	1	1	3	1	1	0	2
n/a	OG0006712	2	1	1	1	1	1	1	1	4
n/a	OG0006713	1	1	1	2	1	1	2	2	1
n/a	OG0006714	1	2	1	1	1	1	1	1	1
n/a	OG0006715	1	1	1	1	1	1	2	2	1
n/a	OG0006716	2	1	1	1	4	1	1	1	1
n/a	OG0006717	2	1	1	1	1	1	1	1	4
n/a	OG0006718	3	1	1	1	4	1	1	0	2
n/a	OG0006719	1	2	1	1	1	1	1	1	2
n/a	OG0006720	2	1	1	0	1	1	2	2	1
n/a	OG0006721	1	1	1	0	1	2	2	2	1
n/a	OG0006722	1	1	1	6	1	1	1	1	1
n/a	OG0006723	1	2	1	1	1	1	1	1	2
n/a	OG0006724	2	1	1	3	1	1	1	1	2
n/a	OG0006725	2	1	1	1	2	2	1	1	2
n/a	OG0006726	2	0	2	2	2	2	1	1	3
n/a	OG0006727	3	1	1	1	2	2	1	1	1
n/a	OG0006728	2	1	1	1	1	2	1	1	3
n/a	OG0006729	3	1	1	1	1	1	1	1	3
n/a	OG0006730	3	1	1	1	1	2	1	1	2
n/a	OG0006731	1	2	1	1	2	1	1	1	1
n/a	OG0006732	2	1	4	1	2	1	1	1	1
n/a	OG0006733	3	1	3	0	2	1	2	0	1
n/a	OG0006734	3	1	1	1	2	1	1	1	2
n/a	OG0006735	2	1	1	1	2	2	1	1	2
n/a	OG0006736	1	1	1	1	1	1	1	0	7
n/a	OG0006737	1	1	1	5	1	1	1	1	1
n/a	OG0006738	1	2	1	1	2	1	1	1	1
n/a	OG0006739	1	1	1	2	1	1	2	2	1
n/a	OG0006740	2	1	1	1	1	2	1	1	2
n/a	OG0006741	1	2	1	1	1	1	1	1	1
n/a	OG0006742	1	1	1	1	2	1	1	2	1
n/a	OG0006743	2	1	1	1	1	2	1	2	2
n/a	OG0006744	2	1	1	1	2	2	1	1	2
n/a	OG0006745	2	1	1	1	1	1	1	1	5
n/a	OG0006746	2	2	2	2	0	2	1	1	0
n/a	OG0006747	2	1	2	0	2	2	1	1	3
n/a	OG0006748	2	2	0	4	1	1	1	1	0
n/a	OG0006749	1	1	2	2	1	1	2	1	1
n/a	OG0006750	1	1	1	1	1	1	1	2	5
n/a	OG0006751	2	1	1	2	1	1	1	2	1
n/a	OG0006752	4	1	1	1	1	1	1	1	2
n/a	OG0006753	1	1	1	1	1	1	1	1	5
n/a	OG0006754	1	1	2	2	1	2	1	1	2
n/a	OG0006755	2	1	1	1	1	1	1	1	4
n/a	OG0006756	1	1	1	1	1	1	1	1	5
n/a	OG0006757	2	1	1	1	2	2	1	1	2
n/a	OG0006758	1	1	1	2	1	1	2	2	1
n/a	OG0006759	2	1	1	1	0	1	1	1	5
n/a	OG0006760	2	1	1	1	1	2	1	1	3
n/a	OG0006761	3	1	1	1	2	1	0	2	2
n/a	OG0006762	2	1	1	3	1	1	1	1	2
n/a	OG0006763	2	1	3	1	1	1	1	1	2
n/a	OG0006764	1	1	1	1	1	1	2	2	1
n/a	OG0006765	1	2	2	1	1	2	1	1	2
n/a	OG0006766	1	1	1	1	0	1	1	1	6
